Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_39_872.jpg;0;0;0;3.877199;122.0875;124.5555;359.306;124.4588;0.1591856
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_39_940.jpg;0;0;0;3.862982;121.9567;124.7467;359.3127;124.4489;0.1376661
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_40_006.jpg;0;0;0;3.845434;121.8263;124.937;359.3127;124.4459;0.1203225
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_40_073.jpg;0;0;0;3.832384;121.6531;125.1896;359.3033;124.445;0.09702624
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_40_139.jpg;0;0;0;3.818801;121.5238;125.3789;359.3242;124.4318;0.04366776
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_40_205.jpg;0;0;0;3.801116;121.3948;125.5672;359.3356;124.4283;0.003780684
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_40_273.jpg;0;0;0;3.788226;121.2234;125.817;359.3389;124.4274;359.9581
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_40_339.jpg;0;0;0;3.775384;121.0951;126.0035;359.348;124.4353;359.9465
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_40_405.jpg;0;0;0;3.757324;120.9672;126.1896;359.3686;124.4438;359.95
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_40_472.jpg;0;0;0;3.74459;120.7976;126.4366;359.3813;124.4467;359.9496
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_40_539.jpg;0;0;0;3.731915;120.6711;126.621;359.3811;124.4472;359.9499
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_40_606.jpg;0;0;0;3.714291;120.5444;126.8049;359.4035;124.4591;359.983
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_40_673.jpg;0;0;0;3.701676;120.3768;127.0491;359.416;124.4626;0.01112214
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_40_739.jpg;0;0;0;3.689156;120.2517;127.2314;359.4147;124.4631;0.02880416
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_40_807.jpg;0;0;0;3.672105;120.1273;127.4134;359.4264;124.4536;0.02044143
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_40_872.jpg;0;0;0;3.6593;119.9618;127.6549;359.4373;124.4484;0.01022902
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_40_939.jpg;0;0;0;3.646925;119.8382;127.8351;359.4345;124.4475;0.004818319
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_41_005.jpg;0;0.1004555;0;3.630493;119.7149;128.0148;359.4353;124.4467;-0.001400083
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_41_073.jpg;0;0.3008165;0;3.624234;119.5505;128.2545;359.4733;124.4466;359.9926
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_41_140.jpg;0;0.5000432;0;3.627155;119.4268;128.4349;359.5301;124.4467;359.9888
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_41_205.jpg;-2.995738;0.699759;0;3.645614;119.3031;128.6174;359.6261;124.2856;359.957
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_41_272.jpg;-5.998814;0.8999641;0;3.668855;119.1405;128.8665;359.8318;123.4818;359.8072
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_41_339.jpg;-8.991269;1;0;3.699275;119.0216;129.0592;0.050452;122.3802;359.5878
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_41_405.jpg;-12.02153;1;0;3.743734;118.9065;129.2556;0.2361301;120.8931;359.3435
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_41_472.jpg;-15;1;0;3.774154;118.7629;129.5243;0.409083;118.224;358.9274
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_41_540.jpg;-15;1;0;3.797554;118.6624;129.7272;0.3522334;115.9617;358.704
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_41_606.jpg;-13.51091;1;0;3.817285;118.5667;129.9299;0.1184845;113.9513;358.6844
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_41_672.jpg;-10.53907;1;0;3.830226;118.4457;130.2076;359.8936;111.6553;358.9289
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_41_739.jpg;-7.526089;1;0;3.90294;118.3634;130.4291;-0.002185434;110.0784;358.9525
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_41_805.jpg;-4.527508;0.8000946;0;3.948756;118.2852;130.6539;0.0811293;108.9482;358.9375
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_41_872.jpg;-1.542263;0.6010783;0;3.974397;118.1833;130.9554;0.1081469;108.0622;358.9886
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_41_939.jpg;0;0.4039538;0;3.992315;118.1082;131.1827;0.08720254;107.8277;359.0558
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_42_005.jpg;0;0.2009141;0;3.999706;118.0343;131.4105;0.06409673;107.7579;359.1153
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_42_072.jpg;0;0;0;3.994547;117.9366;131.7136;0.009685689;107.734;359.2007
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_42_140.jpg;0;0;0;3.982002;117.8639;131.9398;359.9512;107.7317;359.2783
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_42_205.jpg;0;0;0;3.9642;117.7915;132.1652;359.8865;107.736;359.3744
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_42_271.jpg;2.981157;0;0;3.950722;117.7185;132.3893;359.8067;107.8806;359.4976
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_42_339.jpg;5.966542;0.1990256;0;3.938989;117.6171;132.6855;359.688;108.6216;359.7656
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_42_405.jpg;8.951572;0.3980277;0;3.933427;117.5362;132.9059;359.6151;109.6035;0.06743988
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_42_473.jpg;11.97153;0.5993578;0;3.936608;117.4194;133.199;359.651;111.5264;0.5639805
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_42_539.jpg;8.987482;0.7982941;0;3.945551;117.3249;133.4189;359.7953;113.0533;0.9787783
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_42_606.jpg;5.946651;1;0;3.974619;117.2269;133.6412;0.08150171;114.2512;1.282079
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_42_672.jpg;2.969999;0.8015566;0;4.001796;117.0988;133.9363;0.1817696;115.2919;1.191305
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_42_739.jpg;0;0.6018436;0;4.024551;117.0006;134.1558;0.09606151;115.8016;0.9380502
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_42_805.jpg;0;0.4024632;0;4.057552;116.8966;134.3744;0.02345255;115.9998;0.7872915
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_42_872.jpg;0;0.2020185;0;4.062029;116.7552;134.6656;359.9543;116.0656;0.6321439
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_42_939.jpg;0;0.002581596;0;4.058121;116.6489;134.8834;359.9031;116.0755;0.5172642
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_43_005.jpg;0;0;0;4.040706;116.5429;135.1002;359.8387;116.0765;0.4001858
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_43_073.jpg;0;0.1988819;0;4.029845;116.402;135.3883;359.7483;116.0744;0.2443831
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_43_139.jpg;0;0.3975234;0;4.026226;116.2961;135.6046;359.7006;116.0736;0.1325903
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_43_205.jpg;0;0.5989287;0;4.036263;116.1896;135.8218;359.6861;116.0741;0.02951028
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_43_272.jpg;0;0.8001716;0;4.054118;116.0462;136.1143;359.7443;116.0751;359.9067
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_43_339.jpg;-1.51415;0.9995663;0;4.080047;115.9374;136.3368;359.8754;116.013;359.8311
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_43_406.jpg;-4.49667;1;0;4.125901;115.8293;136.5633;0.06800119;115.6743;359.7123
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_43_472.jpg;-7.526429;1;0;4.160136;115.6888;136.8702;0.3202709;114.6308;359.5223
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_43_539.jpg;-10.5115;1;0;4.193672;115.5886;137.1049;0.5009883;113.3735;359.3111
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_43_605.jpg;-10.57449;1;0;4.224518;115.4932;137.3417;0.5950907;111.7803;359.1094
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_43_672.jpg;-7.543337;1;0;4.260495;115.372;137.6572;0.4441018;109.7379;359.0054
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_43_737.jpg;-4.564337;1;0;4.287608;115.2858;137.8951;0.1677368;108.4903;359.014
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_43_805.jpg;-1.555456;1;0;4.353983;115.2043;138.1393;359.9642;107.691;358.9525
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_43_873.jpg;0;1;0;4.386864;115.0959;138.4729;359.9378;107.3612;358.9347
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_43_939.jpg;0;1;0;4.418739;115.0143;138.7278;0.03676425;107.3042;358.9727
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_44_004.jpg;0;1;0;4.465936;114.9327;138.985;0.1424927;107.2983;359.0465
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_44_073.jpg;0;1;0;4.501235;114.8233;139.3315;0.3064029;107.3091;359.1994
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_44_138.jpg;0;1;0;4.536608;114.7406;139.5945;0.4651849;107.3195;359.3281
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_44_206.jpg;0;1;0;4.571132;114.6572;139.8599;0.6515812;107.3365;359.4664
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_44_272.jpg;0;1;0;4.617111;114.5447;140.2173;0.9291446;107.3709;359.6637
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_44_338.jpg;0;1;0;4.651427;114.4592;140.4878;1.148178;107.4055;359.8182
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_44_404.jpg;0;1;0;4.697148;114.3727;140.7602;1.369581;107.4471;359.9792
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_44_472.jpg;0;1;0;4.731321;114.26;141.1257;1.556098;107.4084;-0.004240683
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_44_538.jpg;0;1;0;4.772091;114.1757;141.3994;1.504877;107.4059;-0.0020997
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_44_604.jpg;0;1;0;4.809676;114.0908;141.675;1.440179;107.3837;-0.001313652
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_44_672.jpg;0;1;0;4.855523;113.9766;142.046;1.385;107.3428;-0.001279914
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_44_739.jpg;0;1;0;4.889722;113.8903;142.3269;1.364612;107.3105;-0.001296169
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_44_805.jpg;0;1;0;4.935133;113.8033;142.61;1.359698;107.2784;-0.001315115
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_44_871.jpg;0;1;0;4.969068;113.7158;142.8953;1.367855;107.2465;-0.001351548
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_44_938.jpg;0;1;0;5.002905;113.5984;143.2789;1.394899;107.203;-0.00139233
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_45_004.jpg;0;0.7996933;0;5.00754;113.5105;143.5671;1.422514;107.1727;-0.001526644
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_45_072.jpg;0;0.600991;0;5.01492;113.3938;143.9504;1.428253;107.1174;-0.001313779
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_45_138.jpg;0;0.400924;0;5.005908;113.3067;144.2373;1.39659;107.0847;-0.001359184
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_45_204.jpg;0;0.1987033;0;4.998719;113.2202;144.5232;1.319632;107.049;-0.001285857
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_45_271.jpg;0;0;0;4.990938;113.1342;144.8078;1.191182;107.0177;-0.001023749
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_45_338.jpg;0;0;0;4.975616;113.0204;145.1847;0.9428732;106.9791;-0.0007681533
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_45_405.jpg;0;0;0;4.959697;112.9357;145.4655;0.7121513;106.9531;-0.0003749823
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_45_471.jpg;0;0;0;4.938437;112.8514;145.7449;0.4575647;106.9305;0.001016136
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_45_538.jpg;0;0;0;4.922526;112.7394;146.1158;0.1008031;106.9102;0.01214902
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_45_604.jpg;3.037688;0;0;4.901064;112.655;146.3932;359.8696;107.0035;0.01605525
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_45_671.jpg;6.014618;0.1005485;0;4.883105;112.5683;146.6697;359.6828;107.3794;0.04485114
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_45_738.jpg;8.989477;0.2988725;0;4.87084;112.4464;147.0367;359.5171;108.4545;0.1769652
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_45_805.jpg;12.02126;0.5009916;0;4.865489;112.3479;147.3106;359.4719;109.7034;0.3874723
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_45_872.jpg;15;0.700161;0;4.870094;112.2045;147.6744;359.5725;111.8793;0.8161126
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_45_938.jpg;15;0.9012544;0;4.877495;112.0882;147.9482;359.8599;113.5726;1.127954
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_46_004.jpg;15;1;0;4.891243;111.9656;148.2214;0.2212406;115.3815;1.304499
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_46_070.jpg;15;1;0;4.91986;111.8386;148.4899;0.3669347;117.3251;1.331371
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_46_138.jpg;15;0.8015766;0;4.928257;111.66;148.8384;0.2451075;119.9647;1.169506
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_46_204.jpg;15;0.5997007;0;4.949504;111.5127;149.0899;359.9508;122.3602;1.17673
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_46_270.jpg;12.01196;0.4004977;0;4.971906;111.3535;149.3389;359.8383;124.3058;1.231407
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_46_338.jpg;8.985082;0.1987062;0;4.964399;111.1294;149.6684;359.9631;126.1725;1.200897
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_46_404.jpg;6.001983;0;0;4.953319;110.9556;149.9097;0.01744969;127.2379;1.124023
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_46_471.jpg;0;0.2006493;0;4.932475;110.7781;150.1453;359.9763;127.9885;1.076032
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_46_538.jpg;-2.871487;0.009216785;0;4.921408;110.5392;150.4573;359.9446;128.1261;0.9900779
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_46_604.jpg;-5.950395;0;0;4.905257;110.3617;150.6907;359.8969;127.7219;0.8710017
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_46_671.jpg;-8.984156;0;0;4.8818;110.1879;150.9251;359.8198;126.9258;0.6659103
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_46_738.jpg;-11.96486;0;0;4.862684;109.9652;151.241;359.6798;125.2388;0.191377
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_46_805.jpg;-14.99872;0;0;4.841624;109.8072;151.4817;359.5602;123.5226;359.6517
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_46_870.jpg;-15;0;0;4.809168;109.6545;151.7261;359.5635;121.6489;359.1156
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_46_937.jpg;-15;0;0;4.784606;109.4579;152.0575;359.7864;119.1325;358.5278
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_47_003.jpg;-13.47436;0;0;4.764714;109.3158;152.3102;0.105957;117.0705;358.2976
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_47_070.jpg;-10.49099;0;0;4.739028;109.1812;152.5598;0.1190848;115.1573;358.3525
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_47_138.jpg;-13.5;0;0;4.720945;109.0171;152.8949;359.9311;112.7511;358.5559
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_47_204.jpg;-13.52549;0;0;4.699676;108.9052;153.1522;359.9586;110.9666;358.8073
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_47_270.jpg;-10.53101;0;0;4.63194;108.808;153.4123;359.9672;109.3777;358.8641
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_47_337.jpg;-7.529908;0;0;4.613354;108.691;153.7618;359.9924;107.5925;358.8272
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_47_404.jpg;-4.501094;0;0;4.597364;108.6076;154.024;359.9927;106.6056;358.8868
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_47_470.jpg;-1.535332;0;0;4.573031;108.5293;154.2867;359.9874;105.9727;358.9056
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_47_537.jpg;-1.498736;0;0;4.557384;108.428;154.6365;359.9833;105.6237;358.9514
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_47_604.jpg;-4.530705;0;0;4.541263;108.3558;154.8987;359.981;105.2405;358.9572
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_47_671.jpg;-7.513976;0;0;4.51908;108.2879;155.1608;359.9736;104.5515;358.9124
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_47_737.jpg;-10.50877;0;0;4.501932;108.2049;155.511;0.001726397;103.0563;358.8216
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_47_804.jpg;-13.51315;0;0;4.480864;108.1487;155.7727;359.9829;101.5397;358.822
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_47_871.jpg;-10.52534;0;0;4.454108;108.0994;156.0353;0.001351003;99.95505;358.8395
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_47_938.jpg;-7.526626;0.09854722;0;4.43761;108.0437;156.3845;359.9706;98.14484;358.856
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_48_002.jpg;-4.481707;0.3015418;0;4.42521;108.0076;156.6476;-0.004633743;97.18246;358.882
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_48_071.jpg;-1.495324;0.500634;0;4.425564;107.9746;156.9109;359.9942;96.54971;358.9119
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_48_137.jpg;0;0.6988199;0;4.437174;107.9326;157.2638;0.009965589;96.24847;358.9989
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_48_202.jpg;0;0.8989649;0;4.457419;107.9024;157.5308;0.04718951;96.19305;359.0674
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_48_269.jpg;2.985342;1;0;4.498648;107.8714;157.8004;0.1317735;96.30969;359.1661
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_48_337.jpg;5.98095;1;0;4.5323;107.8253;158.164;0.3188984;97.01361;359.406
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_48_403.jpg;8.988211;1;0;4.56496;107.785;158.439;0.5098116;98.01163;359.6929
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_48_470.jpg;12.01167;1;0;4.605907;107.7376;158.7153;0.7316058;99.42114;0.09890068
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_48_537.jpg;14.99652;1;0;4.634738;107.664;159.0818;0.9046275;101.8942;0.6832156
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_48_603.jpg;11.99763;1;0;4.658378;107.6027;159.3534;0.8482882;103.9473;1.047885
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_37_48_670.jpg;8.997073;1;0;4.688648;107.5358;159.6216;0.6157519;105.804;1.33939
