Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_07_532.jpg;15;0;1;0.2428087;103.4332;178.6009;0.3577106;20.87344;0.03271413
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_07_600.jpg;15;0;1;0.2295401;103.4335;178.601;359.6042;20.87402;0.04112672
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_07_664.jpg;15;0;1;0.1910312;103.4339;178.6009;358.9706;20.87367;359.9935
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_07_733.jpg;15;0;1;0.1490747;103.4339;178.6015;358.3719;20.87524;0.01870728
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_07_799.jpg;15;0;1;0.06940295;103.4342;178.6011;358.2353;20.87276;359.9901
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_07_865.jpg;15;0;1;-0.03678925;103.4342;178.6013;358.3553;20.8753;0.004678686
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_07_932.jpg;15;0;1;-0.1053186;103.4344;178.6008;358.8816;20.87589;0.01442138
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_07_999.jpg;15;0;1;-0.1230138;103.4343;178.6006;359.2896;20.87626;0.05275954
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_08_065.jpg;15;0;1;-0.1166704;103.4342;178.6005;359.6797;20.87612;0.09030505
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_08_133.jpg;15;0;1;-0.1098304;103.434;178.6003;0.1641396;20.87518;0.1335972
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_08_199.jpg;15;0;1;-0.1014237;103.4339;178.6003;0.4939519;20.87412;0.1604901
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_08_265.jpg;13.5051;0;1;-0.07908928;103.434;178.6;0.7608988;20.87326;0.1418207
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_08_333.jpg;0;0;0;-0.06564762;103.434;178.5998;1.04627;22.31654;0.07653147
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_08_399.jpg;0;0;0;-0.0509103;103.434;178.5995;1.190315;22.31758;0.009753854
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_08_465.jpg;0;0;0;-0.0267231;103.4339;178.5997;1.230062;22.31866;359.9528
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_08_532.jpg;0;-0.2013781;0;0;103.4311;178.5994;1.093657;22.44356;359.9619
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_08_599.jpg;0;-0.4000325;0;0;103.4273;178.598;0.9267443;22.39299;359.9654
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_08_666.jpg;0;-0.6016774;0;-0.04982498;103.4211;178.5954;0.6980749;22.45073;359.9619
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_08_732.jpg;1.469743;-0.8003104;0;-0.06312051;103.4089;178.5902;0.3065656;22.48085;359.9559
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_08_799.jpg;4.44456;-0.9986315;0;-0.1143218;103.3958;178.5838;359.9322;22.3539;359.9359
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_08_865.jpg;7.456541;-1;0;-0.1797698;103.3801;178.5754;359.5174;21.9257;359.8959
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_08_932.jpg;10.46929;-1;0;-0.2244685;103.3554;178.5617;358.9713;21.22277;359.8684
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_08_998.jpg;13.47205;-1;0;-0.2825486;103.3366;178.5499;358.6759;20.45465;359.8901
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_09_065.jpg;15;-1;0;-0.3267499;103.3209;178.5408;358.703;19.79063;0.0527825
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_09_132.jpg;15;-1;0;-0.39604;103.2976;178.5242;358.9001;18.70722;0.07930373
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_09_199.jpg;15;-1;0;-0.443481;103.276;178.5107;358.9988;17.93249;0.06993182
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_09_265.jpg;15;-1;0;-0.4924411;103.2517;178.4957;359.0463;16.90446;0.04512312
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_09_332.jpg;15;-1;0;-0.5249106;103.2146;178.4743;359.0329;15.28699;0.002138901
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_09_399.jpg;15;-1;0;-0.5526135;103.1839;178.4579;358.9919;14.00728;359.9865
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_09_465.jpg;15;-1;0;-0.6254157;103.1493;178.4409;358.9003;12.66748;359.9902
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_09_532.jpg;15;-1;0;-0.6511654;103.1002;178.4177;358.7802;10.79756;359.9895
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_09_599.jpg;15;-1;0;-0.6890076;103.0618;178.4007;358.7524;9.312859;359.987
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_09_665.jpg;15;-1;0;-0.7344128;103.0218;178.3843;358.7815;7.658295;359.9879
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_09_732.jpg;15;-1;0;-0.7758118;102.9638;178.363;358.8174;5.447586;359.9872
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_09_798.jpg;15;-1;0;-0.8091306;102.9172;178.3477;358.817;3.621727;359.9884
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_09_865.jpg;15;-1;0;-0.8627177;102.8678;178.3335;358.808;1.755432;-0.004025293
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_09_932.jpg;15;-1;0;-0.898515;102.7976;178.316;358.7977;359.2014;-0.00114116
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_09_999.jpg;15;-0.9019871;0;-0.9334338;102.7426;178.3046;358.8108;357.1592;0.003641916
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_10_065.jpg;11.98977;-0.7013049;0;-0.9731292;102.6854;178.2967;358.8252;355.2739;0.05501599
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_10_132.jpg;8.98035;-0.5006771;0;-0.9991844;102.6069;178.2921;358.8892;353.2385;0.1636548
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_10_199.jpg;5.989516;-0.3012881;0;-1.021225;102.5476;178.2928;359.0128;352.0776;0.2477987
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_10_266.jpg;2.965733;-0.0997026;0;-1.039499;102.4889;178.2969;359.1905;351.2979;0.3545921
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_10_333.jpg;0;0;0;-1.045777;102.4108;178.3075;359.4529;351.133;0.556932
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_10_398.jpg;0;0;0;-1.04175;102.3526;178.3161;359.6595;351.1251;0.6915333
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_10_465.jpg;0;0;0;-1.03683;102.2946;178.3248;359.8607;351.1219;0.8009285
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_10_533.jpg;0;0;0;-1.033081;102.2169;178.3363;0.09161374;351.113;0.8922427
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_10_599.jpg;0;0;0;-1.028911;102.1581;178.3449;0.2161159;351.1041;0.9106503
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_10_666.jpg;0;0;0;-1.023125;102.0982;178.3534;0.269748;351.092;0.8610986
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_10_732.jpg;0;0;0;-1.018634;102.0179;178.3655;0.2793441;351.0859;0.7506533
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_10_799.jpg;0;0;0;-1.014947;101.9578;178.3749;0.2798191;351.0857;0.6623214
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_10_865.jpg;-1.497595;0;0;-1.010372;101.8979;178.3844;0.2788875;351.1102;0.5724282
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_10_932.jpg;-4.49388;0;0.1006801;-1.00682;101.8194;178.3985;0.2933405;351.4235;0.4791671
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_10_999.jpg;-7.459964;0;0.298419;-0.9729776;101.7656;178.409;0.4059613;351.9251;0.4117092
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_11_065.jpg;-10.47559;0;0.4994609;-0.8110394;101.7235;178.4173;0.7431267;352.7046;0.3055146
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_11_132.jpg;-13.4798;0;0.6997411;-0.610749;101.6917;178.4213;1.573193;353.521;359.9889
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_11_198.jpg;-15;0;0.8989949;-0.436882;101.6768;178.4263;2.014442;353.7776;359.9796
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_11_264.jpg;-15;0;1;-0.3111366;101.6679;178.43;2.310795;353.1424;0.04079671
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_11_332.jpg;-15;0;1;-0.0660258;101.6676;178.4302;2.420991;353.1033;-0.0003407464
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_11_398.jpg;-15;0;1;0.03640017;101.6675;178.4302;2.152098;353.1183;359.9812
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_11_464.jpg;-15;0;1;0.1678781;101.6675;178.4303;1.57217;353.1043;0.02759272
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_11_532.jpg;-15;0;1;0.2330069;101.6677;178.4302;0.530157;353.1072;0.04853106
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_11_599.jpg;-15;0;1;0.2218737;101.668;178.4302;359.7993;353.1068;0.06075618
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_11_665.jpg;-15;0;1;0.1912548;101.6682;178.4301;359.1558;353.1095;0.03567379
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_11_732.jpg;-15;0;1;0.1596469;101.6687;178.4308;358.5077;353.1113;359.9866
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_11_799.jpg;-15;0;1;0.0898436;101.6689;178.4311;358.2912;353.1145;-0.004613657
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_11_865.jpg;-15;0;1;0;101.669;178.4309;358.3765;353.1154;359.9928
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_11_932.jpg;-15;0;1;-0.09122669;101.6689;178.4304;358.8283;353.1159;-0.001306066
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_11_998.jpg;-15;0;1;-0.1152052;101.6687;178.4304;359.2198;353.1165;0.01840157
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_12_064.jpg;-15;0;1;-0.1122277;101.6685;178.4304;359.5964;353.1167;0.04081891
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_12_131.jpg;-15;0;1;-0.1062681;101.6684;178.4305;359.9531;353.1166;0.05956876
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_12_198.jpg;-15;0;1;-0.09875106;101.6682;178.4305;0.3887494;353.116;0.07892598
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_12_264.jpg;0;0;0;-0.08506138;101.6681;178.4303;0.655333;352.3083;0.07087371
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_12_332.jpg;0;0;0;-0.06575336;101.6679;178.4301;0.9395826;352.3085;0.02740491
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_12_398.jpg;0;0;0.2006335;-0.05449566;101.6679;178.4302;1.101465;352.309;359.9927
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_12_464.jpg;0;0;0.4016011;-0.03033723;101.6679;178.4304;1.203863;352.309;359.9894
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_12_531.jpg;0;0;0.6002276;0;101.6679;178.4305;1.217356;352.3087;-0.001688345
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_12_598.jpg;0;0;0.8020921;0.01091088;101.6679;178.4301;1.155432;352.3085;-0.0007205181
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_12_666.jpg;-2.959195;0;0.9993718;0.02195363;101.6679;178.4301;1.073932;352.3082;0.01557487
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_12_732.jpg;-5.969557;0;1;0.02893449;101.6679;178.4301;0.9415194;352.3079;0.03213307
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_12_798.jpg;-8.973985;0;1;0.03234323;101.6679;178.4301;0.8296916;352.3079;0.04327923
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_12_865.jpg;-11.95848;0;1;0.03490653;101.668;178.4301;0.7100899;352.3079;0.05258172
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_12_931.jpg;-14.97001;0;1;0.03702305;101.668;178.4301;0.5855774;352.308;0.0599535
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_12_999.jpg;-15;0;1;0.03763906;101.6681;178.4301;0.4165475;352.3078;0.06646493
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_13_064.jpg;-15;0;1;0.03731886;101.6681;178.4301;0.2908974;352.3078;0.06928748
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_13_131.jpg;-15;0;1;0.03627433;101.6682;178.43;0.1688059;352.3079;0.07045909
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_13_198.jpg;-15;0;1;0.03461481;101.6682;178.43;0.01512003;352.308;0.06966763
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_13_264.jpg;-15;0;1;0.03157583;101.6682;178.43;359.909;352.308;0.06749654
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_13_332.jpg;-15;0;1;0.02878257;101.6683;178.43;359.7824;352.3082;0.06280454
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_13_399.jpg;-15;0;1;0.02564345;101.6683;178.43;359.7002;352.3083;0.0581589
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_13_464.jpg;-15;0;1;0.02106856;101.6684;178.43;359.6296;352.3083;0.05274256
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_13_531.jpg;-15;0;1;0.01745765;101.6684;178.43;359.5714;352.3083;0.04673032
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_13_598.jpg;-15;0;1;0.01378805;101.6684;178.43;359.5131;352.3083;0.03807977
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_13_665.jpg;-15;0;1;0;101.6684;178.43;359.4865;352.3083;0.02825808
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_13_731.jpg;-15;0;1;0;101.6684;178.43;359.473;352.3083;0.01736182
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_13_798.jpg;-15;0;1;0;101.6684;178.43;359.4724;352.3083;0.003430261
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_13_865.jpg;-15;0;1;0;101.6684;178.43;359.484;352.3083;359.9942
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_13_932.jpg;-13.5006;0;1;0;101.6684;178.43;359.5138;352.3083;359.9837
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_13_998.jpg;-10.54797;0;1;0;101.6684;178.43;359.5451;352.3083;359.977
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_14_064.jpg;-7.500983;0;1;-0.01079083;101.6684;178.43;359.5829;352.3082;359.9713
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_14_131.jpg;-4.511039;0;0;-0.01288267;101.6684;178.43;359.626;352.0376;359.965
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_14_198.jpg;0;0;0;-0.01404981;101.6683;178.43;359.6895;352.0376;359.961
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_14_264.jpg;0;0;0;-0.0148806;101.6683;178.43;359.7402;352.0376;359.9593
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_14_331.jpg;0;0;0.2019296;-0.01546333;101.6683;178.43;359.7921;352.0376;359.9586
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_14_398.jpg;0;0;0.4008029;-0.01552559;101.6683;178.43;359.8616;352.0376;359.959
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_14_464.jpg;0;0;0.6016316;-0.01528931;101.6683;178.43;359.9125;352.0376;359.9603
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_14_532.jpg;0;0;0.8005199;-0.01455481;101.6682;178.43;359.9771;352.0376;359.963
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_14_598.jpg;0;0;1;-0.01372799;101.6682;178.43;0.02205809;352.0376;359.9658
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_14_664.jpg;0;0;1;-0.01270142;101.6682;178.43;0.0633611;352.0376;359.969
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_14_731.jpg;0;0;1;-0.0110802;101.6682;178.43;0.1004498;352.0376;359.9726
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_14_798.jpg;0;0;1;0;101.6682;178.43;0.1426598;352.0376;359.9777
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_14_865.jpg;0;0;1;0;101.6682;178.43;0.1685383;352.0376;359.9817
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_14_931.jpg;0;0;1;0;101.6682;178.43;0.1893023;352.0376;359.9857
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_14_998.jpg;0;0;1;0;101.6682;178.43;0.2089991;352.0376;359.991
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_15_064.jpg;0;0;1;0;101.6682;178.43;0.2178962;352.0376;-0.005205062
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_15_131.jpg;0;0;1;0;101.6682;178.43;0.2219647;352.0376;-0.001657147
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_15_198.jpg;0;0;1;0;101.6682;178.43;0.2203609;352.0376;0.002634271
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_15_265.jpg;0;0;1;0;101.6681;178.4301;0.2143395;352.0376;0.005470119
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_15_331.jpg;0;0;0;0;101.6681;178.4301;0.2046432;352.0376;0.007944587
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_15_398.jpg;0;0;0;0;101.6682;178.4301;0.1867865;352.0376;0.01064898
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_15_464.jpg;0;0;0;0;101.6682;178.4301;0.1703264;352.0376;0.01222094
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_15_531.jpg;0;0.1998146;0;0;101.6689;178.43;0.1667821;352.1603;0.01304225
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_15_598.jpg;0;0.3996391;0;0.03793901;101.6713;178.4296;0.1896937;352.2718;0.01370813
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_15_664.jpg;0;0.5996547;0;0.04809172;101.6754;178.4291;0.2516339;352.3873;0.01365731
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_15_732.jpg;0;0.7995722;0;0.07826206;101.6855;178.4276;0.4174758;352.4518;0.008370165
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_15_798.jpg;0;0.9982531;0;0.1183893;101.6968;178.4261;0.5860361;352.4919;-0.004324883
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_15_865.jpg;0;1;0;0.173348;101.712;178.4243;0.7999465;352.5392;-0.0008085491
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_15_931.jpg;0;1;0;0.2363101;101.7295;178.4219;1.013723;352.5355;-0.0006265544
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_15_997.jpg;0;1;0;0.2861488;101.7586;178.418;1.302304;352.5583;-0.002141924
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_16_064.jpg;0;0.7997828;0;0.3203095;101.7787;178.4152;1.256468;352.6491;-0.00245631
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_16_130.jpg;0;0.7986884;0;0.404687;101.8007;178.4121;1.13814;352.6231;0.0004855728
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_16_198.jpg;0;0.9980595;0;0.448218;101.8354;178.4075;1.067542;352.662;0.0006971204
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_16_264.jpg;0;0.8998299;0;0.4963816;101.8661;178.4034;1.088005;352.8138;-0.001512946
/home/oem/Desktop/Computer Vision/vision project/Vision_Project_Startup_Code/output/IMG/robocam_2022_12_07_01_38_16_330.jpg;0;1;0;0.5560241;101.9003;178.399;1.149936;352.7296;0.0001186451
